student_id,attendance,study_hours,quiz_score,assignment_score,midterm_score,sleep_hours,lms_login_count,participation,parent_education,internet_access,family_income,extracurricular,final_grade,risk_level
36606,96.77,1.86,96.65,67.13,54.31,7.47,18,67.72,Bachelor,No,Medium,Yes,C,Medium
36607,93.23,0.5,87.7,42.3,54.57,8.01,23,31.05,Bachelor,Yes,Low,Yes,D,High
36608,83.6,6.24,63.46,57.72,57.63,6.58,21,55.88,Master,Yes,Low,Yes,B,Low
36609,87.18,3.23,78.51,75.51,33.59,5.93,4,44.15,High School,Yes,Medium,No,C,Medium
36610,55.84,1.87,46.03,58.67,69.23,8.39,31,44.26,High School,Yes,Low,No,C,Medium
36611,100.0,3.6,92.69,82.49,53.04,5.59,40,74.71,Master,Yes,Low,Yes,B,Low
36612,76.51,7.0,70.94,82.8,91.53,7.15,13,76.03,Bachelor,Yes,Medium,No,A,Low
36613,93.38,4.68,71.01,87.15,92.71,7.78,15,37.37,High School,Yes,Medium,No,A,Low
36614,89.25,4.91,58.41,77.31,74.23,6.77,5,73.55,Master,Yes,High,Yes,B,Low
36615,93.15,3.79,86.41,85.23,79.44,4.6,4,43.13,Bachelor,Yes,Low,Yes,B,Low
36616,62.28,4.36,76.56,51.35,67.98,6.52,24,19.02,High School,Yes,Low,Yes,B,Low
36617,64.19,6.56,88.35,74.19,60.24,5.5,12,79.52,Master,Yes,High,Yes,A,Low
36618,100.0,1.88,64.17,78.34,86.1,5.62,17,47.41,Bachelor,Yes,High,No,C,Medium
36619,55.21,4.87,54.54,76.34,52.95,5.09,5,71.68,High School,Yes,Low,Yes,B,Low
36620,61.54,3.44,73.8,55.05,70.37,7.85,8,23.14,Master,Yes,Low,Yes,C,Medium
36621,78.65,3.39,78.28,53.23,42.73,5.35,40,29.81,Master,Yes,Medium,No,C,Medium
36622,78.67,1.44,88.52,66.41,60.3,7.21,39,77.49,High School,Yes,Medium,No,C,Medium
36623,69.9,4.26,66.28,95.03,51.83,8.14,8,80.89,High School,Yes,Medium,No,B,Low
36624,87.24,4.55,70.58,83.13,95.7,5.73,2,49.08,Master,Yes,High,No,B,Low
36625,91.53,3.16,58.77,37.96,96.76,6.9,25,77.15,High School,Yes,High,No,B,Low
36626,77.73,6.1,67.58,48.29,58.0,8.01,18,85.62,Bachelor,Yes,High,No,A,Low
36627,73.97,3.65,84.89,71.22,52.27,6.39,15,55.87,Master,Yes,Medium,Yes,B,Low
36628,77.67,0.5,38.81,69.6,57.49,6.58,17,58.35,Bachelor,Yes,Medium,Yes,D,High
36629,70.54,4.49,53.9,39.26,71.44,8.52,21,74.96,Bachelor,Yes,Low,No,B,Low
36630,52.53,1.41,33.58,49.83,49.68,5.54,8,49.71,Bachelor,No,Low,No,D,High
36631,82.51,6.07,65.07,67.8,70.58,6.18,36,79.55,High School,Yes,Medium,Yes,A,Low
36632,89.49,6.88,72.15,52.11,79.79,9.49,16,87.1,Bachelor,No,Low,Yes,A,Low
36633,75.69,5.31,22.15,56.62,81.02,6.66,19,48.63,Bachelor,Yes,Low,Yes,B,Low
36634,44.02,3.5,40.75,92.81,71.04,8.04,22,82.64,High School,Yes,Medium,No,B,Low
36635,69.42,4.58,67.93,63.38,58.44,6.19,21,75.9,Bachelor,Yes,Low,No,B,Low
36636,91.59,2.15,27.69,54.75,79.86,5.23,23,36.87,Master,Yes,Medium,Yes,C,Medium
36637,56.43,4.6,70.08,83.79,97.62,6.25,21,86.79,Master,Yes,High,Yes,A,Low
36638,88.44,2.07,74.91,67.97,56.2,6.62,3,54.12,Bachelor,Yes,Low,Yes,C,Medium
36639,71.32,6.88,71.94,60.1,45.54,8.72,3,64.98,Bachelor,Yes,Low,Yes,B,Low
36640,77.72,1.73,51.56,85.81,50.48,7.6,40,72.58,High School,No,Low,No,C,Medium
36641,67.71,0.55,89.19,70.06,67.94,8.03,31,31.48,High School,No,Low,No,D,High
36642,60.97,3.2,73.05,43.32,82.97,6.73,43,61.1,Master,Yes,Medium,No,B,Low
36643,99.51,4.57,64.05,74.18,62.81,5.59,35,87.56,Bachelor,Yes,High,Yes,B,Low
36644,90.24,7.67,52.03,60.18,56.03,8.61,24,100.0,Master,Yes,Medium,Yes,A,Low
36645,87.67,2.2,84.98,57.02,51.51,6.47,24,85.72,Bachelor,Yes,Low,No,C,Medium
36646,91.63,3.61,82.13,60.04,78.28,8.67,6,53.01,Bachelor,Yes,Low,No,B,Low
36647,85.54,3.5,79.32,69.74,65.86,6.72,22,61.96,Master,No,Medium,Yes,B,Low
36648,92.16,1.6,41.11,64.15,89.24,7.39,5,43.06,High School,Yes,Medium,Yes,C,Medium
36649,68.04,1.7,62.29,88.7,47.77,7.53,29,39.69,High School,Yes,Low,No,C,Medium
36650,98.67,0.5,57.16,53.07,78.1,10.0,35,48.74,Master,Yes,Medium,No,C,Medium
36651,97.33,6.25,63.72,83.8,54.21,5.87,11,67.57,PhD,Yes,Medium,No,B,Low
36652,83.71,2.07,78.29,55.32,66.74,5.26,43,81.5,Master,Yes,High,Yes,B,Low
36653,73.68,0.5,100.0,33.64,43.31,4.27,12,77.0,Bachelor,Yes,Medium,No,D,High
36654,59.65,2.8,48.96,64.07,56.4,8.23,33,63.39,High School,Yes,Medium,No,B,Low
36655,81.43,5.69,32.65,96.18,84.42,7.43,44,8.71,Master,Yes,Medium,No,A,Low
36656,100.0,4.43,66.33,68.23,48.27,7.64,6,68.96,High School,Yes,Low,No,B,Low
36657,60.59,4.42,81.85,79.98,38.35,7.07,8,62.06,Bachelor,Yes,Medium,No,B,Low
36658,93.27,6.41,72.94,74.95,54.99,6.7,17,100.0,Bachelor,Yes,Medium,No,A,Low
36659,70.93,5.38,55.42,72.6,70.91,5.94,42,60.82,High School,Yes,Low,Yes,A,Low
36660,72.21,0.5,30.1,57.41,100.0,6.33,32,58.81,Bachelor,Yes,High,Yes,C,Medium
36661,60.37,2.64,98.15,70.31,41.53,5.0,14,49.82,High School,Yes,Medium,No,C,Medium
36662,66.71,4.28,30.46,91.36,33.58,7.45,31,41.93,Master,Yes,Medium,No,B,Low
36663,87.7,3.84,100.0,33.59,90.49,8.44,41,77.03,High School,Yes,Medium,No,A,Low
36664,89.57,4.5,69.55,53.54,69.24,7.6,21,45.55,High School,Yes,Medium,Yes,B,Low
36665,81.54,8.33,28.5,79.15,76.67,7.71,19,88.13,Master,Yes,High,Yes,A,Low
36666,70.49,1.75,51.99,78.65,67.66,5.57,13,61.13,High School,Yes,Medium,No,C,Medium
36667,61.45,0.5,90.62,97.98,52.33,5.92,26,60.93,PhD,No,High,No,C,Medium
36668,78.93,0.5,38.41,63.61,76.92,6.2,3,27.88,High School,Yes,Low,Yes,D,High
36669,72.53,5.16,30.55,100.0,46.3,6.58,28,54.79,PhD,Yes,Low,No,B,Low
36670,81.17,3.21,35.71,54.5,60.54,4.37,22,61.55,Master,Yes,Low,Yes,C,Medium
36671,73.18,0.82,82.41,59.1,63.11,9.14,43,91.4,Bachelor,Yes,Medium,No,B,Low
36672,73.57,3.08,55.57,41.88,55.54,7.19,9,86.67,High School,No,Low,Yes,C,Medium
36673,80.38,2.64,71.32,47.98,69.28,7.31,36,63.44,High School,Yes,Low,Yes,B,Low
36674,83.28,2.86,44.73,57.81,53.09,7.15,23,60.92,Bachelor,Yes,Medium,No,C,Medium
36675,96.36,0.5,94.4,68.37,47.47,8.8,24,50.49,Master,Yes,High,No,C,Medium
36676,72.95,4.57,53.83,63.32,100.0,7.03,29,34.6,Master,Yes,Medium,No,B,Low
36677,86.18,4.79,61.33,52.5,100.0,6.64,41,86.34,Bachelor,Yes,Low,Yes,A,Low
36678,100.0,3.73,64.48,65.9,16.58,9.2,38,60.95,High School,Yes,Medium,Yes,B,Low
36679,86.58,3.36,83.54,64.39,90.05,4.96,21,93.52,Bachelor,Yes,Low,No,B,Low
36680,95.46,3.82,82.74,100.0,45.26,7.49,5,60.42,High School,Yes,Low,Yes,B,Low
36681,68.69,3.59,66.12,60.18,100.0,7.25,12,54.97,High School,Yes,High,Yes,B,Low
36682,67.19,0.5,94.56,75.19,71.88,5.8,13,65.73,Bachelor,Yes,Low,No,C,Medium
36683,75.61,1.99,83.13,66.71,59.09,6.54,25,36.34,Master,Yes,High,No,C,Medium
36684,77.21,3.89,52.29,100.0,37.21,6.2,4,42.89,Bachelor,Yes,Medium,No,C,Medium
36685,94.06,2.18,50.02,72.78,44.04,7.8,42,72.29,Master,Yes,Medium,No,C,Medium
36686,67.05,5.09,53.31,90.85,76.22,6.56,20,73.59,Master,Yes,Medium,No,B,Low
36687,76.67,1.07,48.67,89.62,64.79,6.33,2,69.52,High School,Yes,Low,No,D,High
36688,94.12,7.73,49.54,39.78,27.35,4.0,2,100.0,Bachelor,Yes,Medium,No,B,Low
36689,81.23,7.23,62.32,66.92,39.36,7.33,10,67.47,Bachelor,Yes,Medium,Yes,B,Low
36690,77.84,2.99,47.88,64.27,57.99,5.97,25,61.72,PhD,Yes,High,No,C,Medium
36691,81.58,0.81,38.58,40.12,100.0,9.12,41,89.19,Bachelor,Yes,Medium,No,C,Medium
36692,61.09,2.53,59.78,43.14,51.69,8.37,14,85.84,PhD,Yes,Medium,No,C,Medium
36693,60.84,5.68,78.0,76.46,43.19,8.31,7,70.97,PhD,Yes,Medium,No,B,Low
36694,54.18,2.89,79.24,90.5,53.19,4.0,9,75.86,Bachelor,Yes,High,Yes,C,Medium
36695,81.1,4.21,100.0,65.99,100.0,7.79,26,30.46,High School,Yes,High,Yes,A,Low
36696,91.78,3.59,46.25,49.28,100.0,6.62,17,50.74,High School,Yes,Medium,No,B,Low
36697,89.48,4.53,25.31,77.98,44.54,7.44,25,42.35,Bachelor,Yes,High,No,C,Medium
36698,95.15,4.4,75.31,66.89,60.43,7.94,14,82.39,Bachelor,Yes,High,No,B,Low
36699,99.81,2.97,59.49,64.15,25.57,6.09,25,49.96,Bachelor,Yes,Low,Yes,C,Medium
36700,80.17,6.12,74.0,62.37,65.81,7.86,9,80.78,Bachelor,Yes,Low,No,A,Low
36701,77.03,4.42,71.69,32.14,64.31,7.15,24,39.17,Master,Yes,Medium,Yes,B,Low
36702,100.0,5.63,93.7,76.7,69.9,9.05,3,62.2,Bachelor,Yes,Medium,No,A,Low
36703,67.48,3.06,43.28,93.3,73.73,7.07,9,30.94,High School,Yes,High,Yes,B,Low
36704,60.32,3.2,69.73,59.03,57.25,8.15,33,74.54,High School,No,Medium,Yes,C,Medium
36705,72.92,8.33,56.3,100.0,30.14,6.82,31,86.92,Bachelor,Yes,Medium,No,A,Low
36706,71.16,3.43,9.99,66.26,59.89,8.3,19,26.14,Master,Yes,Medium,No,C,Medium
36707,78.72,5.76,80.89,25.58,33.33,5.02,26,50.39,PhD,Yes,Medium,No,B,Low
36708,65.25,0.88,94.22,89.74,10.14,5.84,23,77.85,Master,No,Low,Yes,D,High
36709,83.55,4.14,71.57,75.13,70.19,5.64,21,79.8,High School,Yes,High,No,B,Low
36710,69.46,2.77,84.29,77.0,53.92,5.44,22,87.82,Bachelor,Yes,Low,Yes,C,Medium
36711,96.42,6.27,41.46,62.88,50.37,7.41,16,38.62,High School,Yes,Medium,Yes,B,Low
36712,60.08,2.28,69.42,53.85,66.29,8.06,35,91.08,High School,Yes,Medium,Yes,C,Medium
36713,75.91,2.73,66.47,76.39,58.77,5.45,37,73.56,Bachelor,Yes,High,No,B,Low
36714,72.98,4.54,68.36,55.23,42.45,6.01,21,87.18,Bachelor,Yes,Medium,No,B,Low
36715,81.46,1.61,44.08,64.4,58.41,8.36,12,63.27,High School,Yes,Low,Yes,C,Medium
36716,91.9,3.73,91.57,42.23,53.12,5.86,3,63.43,High School,Yes,Medium,No,B,Low
36717,81.99,2.42,94.02,84.35,69.78,7.65,22,70.42,High School,Yes,High,No,B,Low
36718,76.07,3.75,65.07,46.89,48.75,8.0,26,53.16,PhD,Yes,High,Yes,B,Low
36719,88.37,3.34,73.78,87.1,53.0,6.79,11,29.1,Bachelor,Yes,Medium,No,B,Low
36720,90.65,6.8,62.26,65.5,49.18,8.28,36,63.62,High School,Yes,Medium,No,A,Low
36721,82.04,4.33,37.35,69.38,25.78,8.5,34,64.87,Bachelor,Yes,Low,No,B,Low
36722,83.81,1.15,41.85,72.74,76.28,6.19,11,61.2,High School,No,Low,Yes,D,High
36723,87.7,1.85,100.0,80.18,54.84,8.0,18,51.2,High School,Yes,Low,No,C,Medium
36724,53.34,2.71,46.36,80.92,69.33,6.82,27,34.05,Bachelor,No,Medium,Yes,C,Medium
36725,72.74,2.24,44.09,67.55,63.14,8.55,36,48.98,PhD,Yes,Medium,Yes,C,Medium
36726,83.64,6.05,59.49,77.64,60.08,5.22,38,43.02,Master,Yes,Medium,No,B,Low
36727,73.63,2.5,98.18,50.34,71.76,6.84,18,82.1,Bachelor,Yes,Medium,Yes,B,Low
36728,73.68,3.43,43.34,52.4,57.43,6.13,22,65.49,PhD,Yes,Low,Yes,C,Medium
36729,83.62,4.58,100.0,68.01,54.57,7.61,17,37.88,Master,Yes,Low,No,B,Low
36730,83.96,8.52,90.33,58.07,100.0,9.36,30,21.79,Master,Yes,Medium,Yes,A,Low
36731,85.01,3.24,42.51,41.53,37.98,7.35,29,54.32,Master,Yes,Low,Yes,C,Medium
36732,66.12,6.49,86.55,79.8,50.22,7.38,32,75.09,Master,Yes,High,No,A,Low
36733,56.73,2.72,45.61,68.48,72.66,5.45,4,100.0,High School,Yes,Low,No,C,Medium
36734,90.07,5.26,50.51,37.94,75.31,7.71,28,78.16,High School,Yes,Medium,No,B,Low
36735,66.86,1.99,70.78,56.49,66.58,7.89,34,84.88,Bachelor,Yes,Medium,No,C,Medium
36736,65.83,4.94,84.14,82.88,80.83,6.69,33,50.15,Bachelor,Yes,Low,Yes,A,Low
36737,64.47,2.83,63.96,52.11,61.96,5.8,22,55.72,Bachelor,No,Medium,No,C,Medium
36738,95.27,5.14,62.17,66.39,35.1,5.37,34,47.52,High School,No,Low,No,B,Low
36739,81.18,4.95,53.57,57.01,62.54,6.26,29,77.57,Master,Yes,Medium,Yes,B,Low
36740,83.14,4.63,68.01,71.47,72.14,6.41,35,74.22,Bachelor,Yes,Medium,No,B,Low
36741,88.34,4.27,67.62,60.02,54.62,8.03,38,34.02,High School,Yes,Medium,No,A,Low
36742,77.36,2.64,70.15,78.16,47.27,10.0,30,78.45,Master,Yes,High,Yes,B,Low
36743,93.19,4.8,82.57,99.61,70.43,7.57,40,92.23,PhD,No,Low,Yes,A,Low
36744,60.05,0.62,49.99,57.95,16.57,5.56,3,46.58,Master,Yes,Medium,No,F,High
36745,61.72,8.1,75.43,90.79,89.97,8.59,30,50.86,Master,Yes,Medium,Yes,A,Low
36746,60.89,4.66,67.43,86.6,47.35,6.94,9,49.86,Bachelor,Yes,Medium,Yes,B,Low
36747,84.33,4.48,71.02,64.27,59.62,9.0,15,26.77,Master,Yes,High,No,B,Low
36748,85.6,4.35,96.58,73.41,34.76,7.02,15,56.07,High School,Yes,Medium,No,B,Low
36749,70.91,2.16,62.9,67.88,65.4,7.18,35,51.52,Master,No,Medium,No,B,Low
36750,74.51,2.43,58.66,43.76,72.21,8.83,2,70.43,High School,Yes,High,No,C,Medium
36751,97.02,3.93,52.98,73.82,73.11,6.99,36,76.31,Bachelor,Yes,High,Yes,A,Low
36752,67.58,2.62,55.05,87.68,54.08,7.0,22,83.68,High School,Yes,Medium,No,C,Medium
36753,82.43,1.37,69.97,46.95,20.03,6.39,34,30.79,Master,Yes,Medium,Yes,C,Medium
36754,67.71,3.36,18.08,100.0,43.17,5.83,29,68.42,High School,Yes,Low,No,C,Medium
36755,94.44,4.13,35.67,68.33,93.24,5.64,30,75.98,High School,Yes,High,Yes,B,Low
36756,87.43,3.48,54.85,83.27,68.1,5.97,41,44.13,Bachelor,Yes,Medium,No,B,Low
36757,57.02,5.39,45.53,35.37,45.31,8.58,38,51.83,Master,Yes,Low,Yes,B,Low
36758,74.09,3.79,84.3,79.3,58.79,7.18,17,66.86,Bachelor,Yes,Medium,No,B,Low
36759,46.81,6.35,88.44,96.09,59.46,7.21,13,47.28,Bachelor,Yes,Low,Yes,A,Low
36760,91.51,7.65,65.97,64.24,41.52,9.2,8,49.78,Master,Yes,High,No,A,Low
36761,100.0,3.26,67.65,63.96,42.63,8.47,21,44.2,High School,Yes,High,No,B,Low
36762,45.29,1.49,64.47,72.63,96.49,5.25,40,42.17,Bachelor,Yes,Medium,No,C,Medium
36763,56.59,1.44,36.56,45.42,79.72,7.37,4,30.29,High School,Yes,High,No,D,High
36764,80.51,3.41,43.25,71.84,30.07,6.78,10,67.22,Master,Yes,High,No,C,Medium
36765,77.72,4.94,29.67,42.49,43.99,6.88,9,35.12,Bachelor,Yes,High,Yes,C,Medium
36766,71.84,2.87,51.05,47.11,55.5,6.89,12,37.05,Bachelor,Yes,Medium,No,C,Medium
36767,51.94,3.55,85.91,59.91,46.68,6.1,44,84.46,Bachelor,Yes,Medium,Yes,B,Low
36768,82.85,2.56,77.87,93.98,37.4,7.97,42,77.42,Master,Yes,Medium,No,B,Low
36769,91.31,2.93,53.01,57.85,81.69,4.65,21,79.78,Master,Yes,Medium,No,C,Medium
36770,100.0,3.7,57.74,91.26,59.12,8.18,41,74.75,Bachelor,Yes,Low,No,B,Low
36771,97.61,5.26,44.46,44.85,80.25,7.99,16,66.58,High School,Yes,High,No,A,Low
36772,58.52,5.18,75.99,68.27,53.18,6.42,34,48.92,Bachelor,Yes,Low,No,B,Low
36773,77.82,0.5,95.61,62.61,45.37,4.48,3,41.36,Bachelor,Yes,Medium,Yes,D,High
36774,86.88,4.72,96.83,73.13,49.9,7.24,25,100.0,High School,Yes,Medium,No,B,Low
36775,67.68,4.67,85.12,74.59,35.36,7.51,6,57.05,Master,Yes,Medium,No,B,Low
36776,89.7,3.34,43.03,84.17,60.94,5.78,8,69.31,High School,Yes,Medium,No,C,Medium
36777,88.55,2.89,62.59,63.44,56.15,7.09,23,25.05,Bachelor,Yes,Low,No,C,Medium
36778,96.56,4.59,65.02,72.54,59.33,8.51,20,63.69,High School,Yes,Medium,No,B,Low
36779,90.03,3.74,37.85,75.07,20.55,6.93,7,38.88,High School,No,Medium,Yes,C,Medium
36780,82.28,3.09,83.27,69.15,66.23,9.03,7,60.35,Bachelor,Yes,Medium,No,B,Low
36781,68.43,7.41,51.05,81.25,97.19,6.25,12,68.93,Master,Yes,Medium,No,A,Low
36782,58.6,4.42,100.0,62.74,50.25,6.44,12,38.89,Master,Yes,Medium,Yes,B,Low
36783,81.29,2.54,51.29,63.71,42.51,7.02,20,43.8,High School,Yes,Medium,No,C,Medium
36784,71.94,4.84,73.39,59.65,43.42,7.38,33,52.99,Bachelor,Yes,Medium,Yes,B,Low
36785,73.39,4.29,34.63,83.8,100.0,6.76,10,65.38,Bachelor,Yes,High,No,B,Low
36786,94.83,4.18,43.37,92.44,78.44,7.16,27,72.13,Bachelor,Yes,Low,Yes,B,Low
36787,98.53,5.06,41.13,38.91,97.15,7.26,2,52.67,High School,Yes,Low,No,B,Low
36788,59.47,2.65,89.18,91.42,71.87,7.0,2,47.58,Bachelor,Yes,Medium,Yes,C,Medium
36789,74.84,3.97,60.33,91.19,21.55,7.02,15,42.75,High School,Yes,Medium,Yes,C,Medium
36790,71.5,1.98,55.29,56.53,56.74,6.95,13,25.77,Bachelor,Yes,High,Yes,C,Medium
36791,82.72,4.95,98.17,73.4,61.29,6.38,18,79.81,Bachelor,Yes,Medium,No,B,Low
36792,44.01,3.53,36.11,56.89,25.65,10.0,25,77.2,Master,Yes,Low,No,C,Medium
36793,56.09,2.04,95.38,76.21,70.23,5.46,15,100.0,Bachelor,Yes,Medium,No,C,Medium
36794,76.24,3.41,61.28,60.21,57.36,9.74,34,37.75,Bachelor,Yes,Medium,No,B,Low
36795,89.79,3.92,86.75,77.81,60.93,5.08,7,47.26,Master,Yes,Medium,Yes,B,Low
36796,79.13,5.12,46.82,59.09,61.86,7.18,13,47.51,Bachelor,Yes,Medium,No,B,Low
36797,88.07,5.7,82.37,56.38,67.38,6.91,44,77.91,High School,Yes,Medium,Yes,A,Low
36798,80.96,5.18,69.2,84.19,65.55,6.39,43,50.11,PhD,Yes,Medium,No,B,Low
36799,97.14,4.47,27.29,54.04,59.95,6.94,6,76.88,High School,Yes,Medium,No,B,Low
36800,100.0,4.83,22.32,53.99,86.29,4.78,12,90.7,PhD,No,Medium,No,C,Medium
36801,66.59,3.03,94.01,60.15,86.75,6.88,10,37.24,High School,Yes,Low,Yes,B,Low
36802,91.25,1.54,22.15,58.41,94.73,9.13,19,69.91,High School,No,Medium,No,C,Medium
36803,85.62,2.3,71.26,79.31,49.68,7.97,13,63.04,High School,Yes,Medium,No,C,Medium
36804,100.0,3.59,46.69,57.64,58.78,7.67,40,68.37,High School,Yes,High,No,B,Low
36805,66.03,3.13,44.72,100.0,72.6,6.32,28,65.38,High School,Yes,Medium,Yes,C,Medium
36806,76.25,3.06,92.09,54.93,52.08,5.34,35,77.1,PhD,Yes,Low,No,B,Low
36807,62.52,3.99,62.0,69.75,86.63,8.79,28,55.97,Bachelor,Yes,Medium,No,B,Low
36808,63.41,5.29,50.53,63.61,62.12,6.97,14,54.85,High School,Yes,Medium,No,B,Low
36809,83.78,4.01,63.33,42.61,40.42,5.4,43,62.4,Master,Yes,High,Yes,B,Low
36810,81.08,2.63,100.0,67.39,65.25,7.76,33,80.91,Bachelor,Yes,Medium,Yes,B,Low
36811,86.12,1.31,67.71,50.11,56.03,8.36,10,100.0,Bachelor,No,High,No,D,High
36812,85.8,3.22,53.3,33.63,80.15,5.91,34,42.43,Bachelor,Yes,Medium,Yes,C,Medium
36813,74.47,0.5,72.31,72.68,76.6,6.32,16,69.62,Bachelor,Yes,Low,No,C,Medium
36814,74.36,5.46,42.54,31.98,58.27,5.82,35,56.47,Master,No,Medium,Yes,C,Medium
36815,63.44,3.67,76.65,63.68,50.42,6.54,12,97.31,High School,Yes,High,Yes,B,Low
36816,67.48,6.69,82.12,83.25,46.96,5.4,31,89.87,Master,Yes,High,Yes,A,Low
36817,77.15,5.91,57.02,70.57,43.45,7.54,30,55.43,Bachelor,Yes,Medium,No,B,Low
36818,80.96,4.49,64.62,27.62,23.82,5.29,20,46.2,High School,Yes,Medium,No,C,Medium
36819,88.66,2.6,69.85,71.03,51.53,9.61,27,32.8,High School,Yes,High,No,B,Low
36820,87.13,2.83,66.6,45.97,30.55,4.81,12,61.72,Bachelor,Yes,Medium,Yes,D,High
36821,100.0,6.31,81.98,70.59,100.0,4.19,31,44.97,Master,Yes,Low,No,A,Low
36822,63.41,4.37,81.23,75.54,43.47,5.63,18,38.33,Master,Yes,High,No,B,Low
36823,74.51,1.14,60.14,53.12,35.76,6.77,5,64.2,High School,Yes,Medium,No,D,High
36824,64.72,2.9,52.39,72.01,88.35,5.08,7,49.15,Bachelor,Yes,High,No,C,Medium
36825,97.16,6.04,45.87,76.22,43.04,7.49,12,47.57,High School,Yes,Medium,No,B,Low
36826,70.46,5.48,51.6,66.69,94.37,5.83,16,65.41,High School,Yes,Low,No,B,Low
36827,95.33,4.23,43.83,94.0,61.21,9.15,43,53.58,Master,Yes,Medium,No,B,Low
36828,99.79,5.96,87.7,69.86,81.91,5.71,8,59.05,High School,Yes,High,Yes,A,Low
36829,84.2,1.26,72.11,55.43,50.12,7.5,18,77.09,Bachelor,Yes,Medium,No,D,High
36830,82.4,2.43,49.19,48.25,87.44,7.77,12,52.64,High School,Yes,Low,Yes,C,Medium
36831,78.58,3.3,67.08,75.13,77.74,6.2,32,59.84,Bachelor,Yes,Medium,No,B,Low
36832,73.24,2.6,63.17,69.06,64.81,9.37,7,39.03,High School,Yes,Low,No,C,Medium
36833,71.44,4.85,77.37,76.8,50.9,8.3,18,68.92,Bachelor,Yes,Low,No,B,Low
36834,75.79,4.94,80.92,84.22,81.59,4.77,3,73.13,Bachelor,Yes,High,Yes,A,Low
36835,100.0,4.42,88.1,78.21,54.1,5.81,6,43.83,High School,Yes,Low,No,B,Low
36836,62.37,1.66,45.72,54.55,82.74,5.5,4,77.54,Master,Yes,Medium,No,D,High
36837,81.07,6.69,39.78,66.36,87.55,9.03,9,57.39,Master,Yes,Low,No,A,Low
36838,88.67,4.11,81.78,57.32,59.61,4.64,25,72.67,High School,No,Medium,Yes,B,Low
36839,73.73,0.63,52.13,98.9,80.92,8.89,17,36.39,High School,Yes,Low,No,C,Medium
36840,84.24,1.33,58.18,80.33,85.35,9.25,25,54.36,Bachelor,No,Low,Yes,C,Medium
36841,55.43,2.13,66.78,69.28,88.75,4.0,19,65.36,Master,Yes,Low,No,C,Medium
36842,97.88,6.47,71.1,63.59,69.91,8.46,17,40.45,High School,Yes,Low,No,A,Low
36843,94.97,1.93,52.53,26.57,40.27,7.96,26,42.39,Bachelor,Yes,Medium,No,D,High
36844,76.52,1.59,88.19,86.95,47.55,5.31,36,40.35,Master,Yes,Low,No,C,Medium
36845,64.8,5.47,74.81,67.22,92.85,7.89,5,53.37,Bachelor,Yes,Medium,Yes,B,Low
36846,89.89,5.11,93.21,69.82,42.11,7.55,31,67.79,Bachelor,Yes,Low,No,B,Low
36847,60.78,2.49,78.36,69.66,73.93,6.78,42,31.51,Bachelor,Yes,Medium,Yes,B,Low
36848,62.93,4.41,78.96,54.79,88.54,8.23,34,29.33,High School,Yes,High,Yes,B,Low
36849,77.2,3.05,88.29,77.39,83.15,7.17,32,43.47,High School,Yes,Medium,No,B,Low
36850,100.0,4.62,83.17,98.07,90.36,4.71,39,59.72,Bachelor,Yes,Medium,Yes,A,Low
36851,87.61,2.95,93.7,100.0,83.29,6.75,35,47.82,Bachelor,Yes,High,No,B,Low
36852,68.3,4.45,26.3,33.61,49.77,5.6,7,70.02,Bachelor,No,Low,Yes,C,Medium
36853,52.77,3.54,54.72,67.56,65.41,8.26,16,44.93,High School,Yes,Medium,No,C,Medium
36854,78.62,2.44,45.7,51.69,59.43,5.74,16,58.19,Bachelor,Yes,High,Yes,C,Medium
36855,81.77,5.18,34.72,58.06,49.96,5.2,30,85.81,High School,Yes,High,No,B,Low
36856,76.91,3.63,77.55,61.07,84.7,9.28,10,43.38,High School,Yes,Medium,No,B,Low
36857,100.0,5.27,100.0,71.18,40.92,5.82,38,79.56,High School,Yes,Low,No,A,Low
36858,76.02,4.42,58.48,44.93,67.16,7.13,20,64.85,Bachelor,Yes,Medium,No,B,Low
36859,43.77,3.43,65.88,77.8,69.77,5.4,34,72.59,High School,No,Low,No,B,Low
36860,71.89,5.62,71.91,67.7,41.12,8.59,26,30.67,PhD,Yes,Medium,Yes,B,Low
36861,84.82,3.96,53.01,89.22,43.12,9.15,20,51.5,Bachelor,Yes,High,Yes,B,Low
36862,83.8,4.34,68.43,54.55,52.13,6.48,15,75.94,Bachelor,Yes,High,Yes,B,Low
36863,75.35,2.97,98.4,95.47,63.65,5.52,2,80.82,High School,Yes,High,No,B,Low
36864,72.87,2.67,53.98,64.06,62.71,7.15,41,59.98,Master,Yes,Medium,Yes,C,Medium
36865,48.01,3.84,54.9,75.77,65.62,5.05,10,98.39,Bachelor,Yes,Medium,Yes,B,Low
36866,79.29,1.89,55.7,47.56,70.49,6.45,40,61.64,Bachelor,Yes,High,No,C,Medium
36867,72.92,3.78,58.27,83.2,80.25,7.06,3,72.18,High School,Yes,Medium,No,B,Low
36868,81.74,3.87,68.3,81.62,53.27,4.54,33,59.67,Bachelor,Yes,Low,Yes,B,Low
36869,85.37,1.65,45.73,100.0,41.69,7.11,27,46.06,Bachelor,Yes,Medium,Yes,C,Medium
36870,96.62,5.82,65.23,48.62,89.04,7.64,42,23.67,Master,Yes,Low,Yes,A,Low
36871,63.67,6.12,56.95,53.67,25.8,8.11,25,40.31,High School,Yes,Low,No,B,Low
