attendance,study_hours,quiz_score,assignment_score,midterm_score,sleep_hours,lms_login_count,participation,parent_education,internet_access,family_income,extracurricular,engagement_score,discipline_score,wellness_score,consistency_score,study_efficiency,attendance_band,high_engagement,target
75.04,4.27,100.0,46.73,87.04,6.02,19,57.66,High School,Yes,Low,No,69.179,68.038,60.199999999999996,77.92333333333333,18.975332068311197,Good,0,B
84.09,3.39,49.26,59.1,36.43,5.94,44,67.98,High School,No,Low,No,112.4265,55.164,59.400000000000006,48.26333333333333,11.220956719817766,Good,1,C
100.0,4.17,97.07,76.26,86.61,9.45,11,17.64,Bachelor,No,Medium,No,55.91,84.584,94.5,86.64666666666666,18.775628626692455,Excellent,0,B
57.82,0.5,48.96,62.16,93.42,4.96,24,40.01,Master,Yes,High,No,66.23949999999999,56.88,49.6,68.18,32.64,Average,0,D
50.41,1.65,42.66,90.75,68.31,6.73,5,79.89,Bachelor,Yes,High,Yes,45.116,71.514,67.30000000000001,67.24,16.09811320754717,Average,0,C
87.55,2.36,94.1,76.37,91.06,9.09,6,63.79,High School,Yes,Medium,Yes,55.589999999999996,83.462,90.9,87.17666666666666,28.00595238095238,Excellent,0,B
65.27,1.67,58.03,83.19,36.31,4.0,36,19.67,Bachelor,Yes,Medium,Yes,81.762,73.126,40.0,59.17666666666667,21.734082397003746,Average,1,C
57.27,3.27,52.18,71.7,66.26,7.19,7,61.25,High School,Yes,Medium,Yes,45.857,63.892,71.9,63.379999999999995,12.220140515222484,Average,0,C
86.01,0.5,41.61,51.47,63.03,6.42,39,25.14,Bachelor,Yes,Medium,Yes,94.8885,47.525999999999996,64.2,52.03666666666667,27.74,Excellent,1,C
62.93,2.88,98.33,65.71,66.34,7.14,14,18.71,Master,Yes,High,No,47.702999999999996,78.758,71.39999999999999,76.79333333333334,25.34278350515464,Average,0,C
100.0,6.99,88.43,51.69,88.51,5.43,34,47.9,High School,No,Low,No,97.975,66.386,54.3,76.21,11.067584480600752,Excellent,1,A
80.35,2.83,55.46,95.15,90.53,7.79,37,50.29,High School,Yes,Low,Yes,96.195,79.274,77.9,80.38000000000001,14.48041775456919,Good,1,B
74.96,0.54,78.42,77.54,76.24,7.99,23,37.72,PhD,Yes,Low,No,70.166,77.892,79.9,77.39999999999999,50.922077922077925,Good,0,C
65.68,5.31,58.18,61.28,31.84,6.39,16,32.45,Master,Yes,High,No,55.1005,60.040000000000006,63.9,50.43333333333334,9.2202852614897,Average,0,B
81.23,2.42,48.45,67.05,54.63,9.57,43,77.36,Bachelor,Yes,Low,No,112.2705,59.61,95.7,56.71,14.166666666666668,Good,1,B
54.14,0.7,77.2,46.78,57.61,5.8,21,45.9,PhD,Yes,High,No,61.924,58.94800000000001,58.0,60.53,45.411764705882355,Average,0,D
40.98,3.13,59.29,85.01,66.4,6.96,18,26.65,Master,Yes,Low,No,48.0055,74.72200000000001,69.6,70.23333333333333,14.35593220338983,Poor,0,C
54.69,2.5,63.72,97.66,76.18,6.86,20,74.5,Bachelor,Yes,Medium,No,67.7665,84.084,68.60000000000001,79.18666666666667,18.205714285714286,Average,0,B
95.06,3.71,84.71,69.03,71.27,7.76,2,78.82,Bachelor,Yes,Medium,No,55.976,75.30199999999999,77.6,75.00333333333333,17.985138004246284,Excellent,0,B
64.14,3.54,66.13,83.72,78.01,7.07,14,49.29,PhD,Yes,High,No,55.771499999999996,76.684,70.7,75.95333333333333,14.566079295154184,Average,0,B
56.48,4.42,47.3,61.28,75.72,7.17,38,30.84,High School,Yes,Low,No,84.478,55.688,71.7,61.43333333333334,8.726937269372693,Average,1,B
76.67,3.77,68.4,75.39,54.11,5.8,22,66.89,PhD,Yes,Medium,Yes,76.557,72.59400000000001,58.0,65.96666666666668,14.339622641509436,Good,0,B
100.0,7.57,25.64,42.21,73.54,9.44,20,100.0,Bachelor,Yes,Medium,Yes,90.0,35.582,94.39999999999999,47.129999999999995,2.9918319719953326,Excellent,1,A
94.38,2.26,65.91,82.67,74.33,8.5,36,62.18,Bachelor,No,Medium,No,102.578,75.966,85.0,74.30333333333333,20.217791411042946,Excellent,1,C
65.99,1.03,68.53,88.93,100.0,8.08,31,61.49,Master,Yes,Medium,No,84.969,80.77000000000001,80.8,85.82000000000001,33.75862068965517,Average,1,C
65.72,1.8,47.75,70.86,62.6,7.87,2,60.88,Bachelor,Yes,Medium,No,41.222,61.616,78.7,60.403333333333336,17.05357142857143,Average,0,C
66.06,5.52,78.47,65.7,60.77,7.42,28,58.45,Master,Yes,Medium,Yes,79.73349999999999,70.808,74.2,68.31333333333335,12.035276073619633,Average,0,A
64.35,0.5,53.51,48.35,83.5,9.06,20,32.76,Master,Yes,Medium,Yes,60.7125,50.414,90.60000000000001,61.78666666666667,35.67333333333333,Average,0,D
86.16,5.2,63.74,75.67,84.94,6.06,16,66.0,Bachelor,Yes,Medium,Yes,70.65599999999999,70.898,60.599999999999994,74.78333333333333,10.280645161290323,Excellent,0,B
72.96,7.34,59.58,88.11,76.13,8.61,10,52.35,High School,Yes,Low,No,53.6235,76.69800000000001,86.1,74.60666666666667,7.143884892086331,Good,0,A
61.3,5.96,86.8,43.64,42.42,8.24,2,88.35,High School,No,Low,No,46.5425,60.903999999999996,82.4,57.620000000000005,12.471264367816092,Average,0,B
57.96,2.69,39.04,60.33,51.88,5.46,33,57.77,High School,Yes,Medium,Yes,84.2285,51.814,54.6,50.416666666666664,10.579945799457995,Average,1,D
100.0,4.68,62.67,50.39,57.28,5.52,14,58.38,Master,Yes,High,No,70.595,55.302,55.199999999999996,56.78,11.033450704225354,Excellent,0,B
89.08,5.08,52.65,78.74,65.28,7.95,3,79.22,Bachelor,Yes,Low,Yes,55.483,68.304,79.5,65.55666666666666,8.65953947368421,Excellent,0,B
65.16,2.71,97.04,65.23,72.04,7.79,37,31.52,Bachelor,No,Low,No,86.18599999999999,77.95400000000001,77.9,78.10333333333334,26.156334231805932,Average,1,C
96.19,1.53,64.1,76.88,42.32,9.43,4,50.97,Bachelor,Yes,Medium,No,52.409,71.768,94.3,61.099999999999994,25.335968379446637,Excellent,0,C
60.71,3.37,44.08,79.66,53.25,7.23,26,69.63,High School,No,Medium,No,77.656,65.428,72.30000000000001,58.99666666666667,10.086956521739129,Average,0,C
75.94,5.08,56.37,68.16,55.17,6.7,31,61.85,Master,Yes,High,No,88.5415,63.443999999999996,67.0,59.9,9.271381578947368,Good,1,B
74.3,5.89,86.17,63.0,73.94,8.02,41,52.24,Bachelor,Yes,Low,No,100.565,72.268,80.19999999999999,74.37,12.506531204644412,Good,1,A
80.73,3.66,72.92,64.41,74.33,7.75,26,72.62,High School,No,Low,No,85.4105,67.814,77.5,70.55333333333333,15.648068669527897,Good,1,C
63.87,3.11,51.04,53.99,96.28,5.87,38,64.31,High School,Yes,Medium,Yes,95.432,52.81,58.7,67.10333333333334,12.418491484184916,Average,1,B
79.93,3.28,54.76,100.0,78.55,6.91,4,46.37,High School,Yes,High,Yes,45.568,81.904,69.1,77.77,12.794392523364488,Good,0,B
51.77,6.95,84.49,66.43,15.84,6.05,15,35.55,Bachelor,Yes,Medium,No,49.507,73.654,60.5,55.58666666666667,10.627672955974841,Average,0,B
72.35,3.84,37.13,87.5,58.95,8.78,26,45.61,Master,Yes,Low,Yes,75.725,67.352,87.8,61.19333333333333,7.671487603305786,Good,0,B
98.03,4.79,77.09,85.27,90.93,7.86,14,84.11,High School,Yes,High,No,76.338,81.998,78.60000000000001,84.43,13.31433506044905,Excellent,0,A
93.38,5.58,67.51,96.68,34.56,6.8,27,100.0,Bachelor,Yes,Medium,No,98.18299999999999,85.012,68.0,66.25,10.259878419452889,Excellent,1,A
67.56,3.03,47.3,76.5,95.21,8.13,41,35.32,High School,Yes,Medium,Yes,93.976,64.82,81.30000000000001,73.00333333333333,11.736972704714642,Average,1,B
55.11,2.34,72.05,59.3,79.36,8.33,34,53.51,Bachelor,Yes,Medium,No,83.666,64.4,83.3,70.23666666666666,21.57185628742515,Average,1,C
45.25,3.84,49.0,77.57,72.9,6.16,41,48.87,Master,Yes,Low,Yes,89.555,66.142,61.6,66.49,10.12396694214876,Poor,1,B
87.26,2.11,35.84,77.35,77.74,7.83,23,38.3,High School,Yes,Medium,No,74.616,60.745999999999995,78.3,63.64333333333334,11.524115755627012,Excellent,0,C
82.18,2.58,60.32,54.02,59.16,6.6,22,85.34,Master,Yes,Medium,Yes,83.098,56.54,66.0,57.833333333333336,16.849162011173185,Good,1,C
83.79,0.5,59.32,63.76,82.41,6.55,3,46.49,High School,Yes,Medium,Yes,45.449,61.984,65.5,68.49666666666667,39.54666666666667,Good,0,C
100.0,5.34,92.88,79.89,50.79,7.04,7,56.65,Bachelor,No,High,No,59.6625,85.086,70.4,74.52,14.649842271293375,Excellent,0,B
80.29,1.9,44.91,69.06,69.1,5.69,2,63.34,Bachelor,No,Low,No,46.9365,59.4,56.900000000000006,61.02333333333333,15.486206896551723,Good,0,D
81.42,5.7,30.81,73.09,74.1,7.34,43,75.87,High School,Yes,Medium,Yes,111.9645,56.178,73.4,59.333333333333336,4.598507462686567,Good,1,A
57.04,1.78,38.45,100.0,67.34,6.79,25,73.63,Bachelor,Yes,Medium,Yes,75.8715,75.38,67.9,68.59666666666666,13.83093525179856,Average,0,C
100.0,1.05,64.46,77.53,91.83,6.92,42,79.49,Master,Yes,High,Yes,117.8725,72.30199999999999,69.2,77.94,31.44390243902439,Excellent,1,B
75.54,0.5,47.18,68.09,81.05,8.15,16,71.55,High School,Yes,Medium,Yes,68.3265,59.726,81.5,65.44,31.453333333333333,Good,0,C
65.75,0.5,41.87,70.07,34.39,7.37,3,59.46,High School,Yes,Medium,No,42.3775,58.78999999999999,73.7,48.776666666666664,27.91333333333333,Average,0,D
81.12,6.3,59.7,60.15,55.73,6.01,6,43.3,Bachelor,Yes,Medium,Yes,48.217,59.97,60.099999999999994,58.526666666666664,8.178082191780822,Good,0,A
100.0,4.89,55.48,50.58,63.96,8.54,14,24.83,Bachelor,Yes,High,No,62.207499999999996,52.54,85.39999999999999,56.67333333333334,9.419354838709678,Excellent,0,B
100.0,3.8,79.78,62.68,71.16,6.67,4,42.64,Master,Yes,High,Yes,51.66,69.52,66.7,71.20666666666666,16.620833333333334,Excellent,0,B
63.44,5.99,79.7,73.9,62.16,7.88,37,32.4,Bachelor,Yes,Medium,Yes,85.804,76.22,78.8,71.92,11.40200286123033,Average,1,B
95.63,1.86,56.48,67.63,70.59,4.59,44,81.59,Master,Yes,Medium,Yes,119.868,63.169999999999995,45.9,64.89999999999999,19.748251748251747,Excellent,1,B
83.04,1.69,61.97,27.15,70.21,6.42,26,63.72,Bachelor,Yes,Medium,Yes,83.994,41.078,64.2,53.10999999999999,23.03717472118959,Good,1,C
92.81,3.78,100.0,86.12,49.85,4.41,2,55.95,Master,Yes,Low,Yes,49.471000000000004,91.672,44.1,78.65666666666667,20.920502092050214,Excellent,0,B
82.15,2.5,100.0,100.0,77.65,7.32,33,76.85,Bachelor,No,High,No,97.465,100.0,73.2,92.55,28.571428571428573,Good,1,B
87.22,5.73,100.0,41.97,89.13,4.96,7,100.0,High School,Yes,High,No,66.027,65.182,49.6,77.03333333333333,14.858841010401187,Excellent,0,A
97.82,9.04,67.97,58.46,64.6,8.18,14,40.45,High School,Yes,Low,No,65.34949999999999,62.264,81.8,63.67666666666667,6.7699203187251005,Excellent,0,A
51.76,5.48,59.25,75.03,25.75,8.15,30,68.3,High School,Yes,Low,No,80.191,68.718,81.5,53.343333333333334,9.143518518518517,Average,1,B
83.41,4.08,41.33,69.11,44.12,6.84,11,48.43,Master,Yes,Medium,No,57.800999999999995,57.998000000000005,68.4,51.52,8.135826771653543,Good,0,C
60.46,3.6,83.13,57.39,76.01,6.26,44,87.39,Bachelor,Yes,Medium,Yes,109.0085,67.686,62.599999999999994,72.17666666666666,18.071739130434782,Average,1,B
71.05,6.49,72.35,67.04,19.02,7.08,18,90.74,Bachelor,Yes,Medium,No,74.5525,69.164,70.8,52.803333333333335,9.659546061415218,Good,0,B
78.01,3.64,53.54,72.38,55.75,8.29,13,57.76,Bachelor,Yes,Low,Yes,61.2435,64.844,82.89999999999999,60.556666666666665,11.538793103448274,Good,0,C
62.88,4.53,71.49,65.38,65.2,7.9,8,12.57,High School,Yes,Medium,No,37.1505,67.824,79.0,67.35666666666667,12.92766726943942,Average,0,B
69.28,1.7,54.98,61.94,58.01,4.29,15,76.47,High School,No,Medium,No,65.8655,59.15599999999999,42.9,58.309999999999995,20.36296296296296,Average,0,D
56.99,2.59,50.92,98.93,59.89,6.24,35,53.45,Bachelor,No,Medium,No,85.809,79.726,62.400000000000006,69.91333333333334,14.183844011142062,Average,1,C
69.1,4.4,73.28,69.11,20.63,6.66,40,42.26,Bachelor,Yes,Medium,Yes,94.75,70.778,66.6,54.339999999999996,13.57037037037037,Average,1,B
85.68,5.64,93.22,69.19,58.72,8.69,25,46.02,High School,Yes,Low,No,78.993,78.80199999999999,86.89999999999999,73.71,14.039156626506024,Excellent,0,A
90.98,3.16,91.03,60.66,100.0,9.45,23,72.41,High School,Yes,Medium,No,84.4455,72.80799999999999,94.5,83.89666666666666,21.882211538461537,Excellent,1,B
66.46,4.37,26.67,67.36,54.82,7.14,11,86.62,Master,No,Low,No,61.416,51.083999999999996,71.39999999999999,49.61666666666667,4.966480446927375,Average,0,C
97.92,1.66,72.86,84.74,56.27,8.13,9,51.26,Master,Yes,Medium,No,60.586999999999996,79.988,81.30000000000001,71.29,27.39097744360902,Excellent,0,C
86.66,4.26,65.56,57.78,74.94,5.72,7,34.8,Master,Yes,Low,Yes,49.53099999999999,60.892,57.199999999999996,66.09333333333333,12.463878326996198,Excellent,0,B
99.5,5.48,65.27,73.48,63.49,7.28,36,65.47,High School,Yes,Medium,No,105.1925,70.196,72.8,67.41333333333334,10.07253086419753,Excellent,1,A
51.44,3.59,65.71,42.0,42.9,4.63,38,31.94,High School,Yes,Medium,Yes,82.989,51.483999999999995,46.3,50.203333333333326,14.31590413943355,Average,1,C
82.67,3.23,59.89,67.11,54.29,6.53,34,58.44,Master,Yes,Low,Yes,94.5445,64.22200000000001,65.3,60.43,14.158392434988178,Good,1,B
87.17,2.68,21.37,72.12,75.52,6.69,28,34.28,Master,Yes,Medium,No,81.0795,51.82,66.9,56.336666666666666,5.807065217391305,Excellent,1,B
52.22,2.68,75.49,42.67,84.83,5.88,11,100.0,Bachelor,Yes,High,No,59.777,55.798,58.8,67.66333333333334,20.51358695652174,Average,0,C
100.0,5.94,79.8,68.66,59.39,5.54,23,100.0,Master,Yes,Low,No,94.5,73.116,55.4,69.28333333333332,11.498559077809798,Excellent,1,A
68.45,2.53,74.12,72.4,70.5,8.27,6,76.73,High School,Yes,Low,Yes,52.14,73.08800000000001,82.69999999999999,72.34,20.9971671388102,Average,0,C
86.16,3.44,61.84,60.97,100.0,8.25,23,65.07,Master,Yes,Medium,No,80.92349999999999,61.318000000000005,82.5,74.27,13.92792792792793,Excellent,1,B
91.9,1.83,39.24,49.07,54.26,5.47,5,46.06,Bachelor,Yes,Medium,No,51.18,45.138000000000005,54.699999999999996,47.52333333333333,13.865724381625443,Excellent,0,D
79.52,3.42,67.88,88.4,65.86,5.85,24,55.51,Bachelor,Yes,Medium,No,77.70949999999999,80.19200000000001,58.5,74.04666666666667,15.357466063348415,Good,0,B
98.79,5.3,60.69,71.75,67.93,5.69,43,87.28,High School,Yes,Medium,Yes,120.8965,67.326,56.900000000000006,66.79,9.633333333333333,Excellent,1,A
100.0,1.48,100.0,72.95,50.24,8.55,26,26.95,High School,Yes,Medium,No,80.7375,83.77000000000001,85.5,74.39666666666666,40.32258064516129,Excellent,1,C
61.36,1.78,55.79,75.39,61.44,7.56,7,22.37,Bachelor,Yes,High,Yes,37.5685,67.55000000000001,75.6,64.20666666666666,20.068345323741006,Average,0,D
79.74,6.21,92.61,68.11,57.15,5.64,33,50.97,Bachelor,Yes,Low,No,90.1515,77.91,56.4,72.62333333333333,12.844660194174757,Good,1,A
91.74,2.54,61.61,41.79,89.05,6.29,12,67.9,Bachelor,Yes,Low,Yes,67.084,49.718,62.9,64.14999999999999,17.403954802259886,Excellent,0,B
53.5,5.03,40.43,59.94,47.17,6.63,16,63.91,Bachelor,Yes,Medium,No,58.7025,52.135999999999996,66.3,49.18000000000001,6.704809286898839,Average,0,C
93.96,2.64,60.16,53.16,100.0,5.49,32,62.95,Master,Yes,Low,Yes,96.62349999999999,55.959999999999994,54.900000000000006,71.10666666666667,16.527472527472526,Excellent,1,B
100.0,2.13,65.24,63.48,5.28,6.0,30,70.31,High School,Yes,Medium,No,97.5775,64.184,60.0,44.666666666666664,20.843450479233226,Excellent,1,C
97.26,7.55,57.11,61.45,85.43,7.08,18,64.68,Bachelor,Yes,High,No,77.211,59.714,70.8,67.99666666666667,6.67953216374269,Excellent,0,A
84.58,3.15,59.76,66.26,52.2,7.06,10,40.08,High School,No,Low,Yes,54.623,63.66,70.6,59.40666666666667,14.399999999999999,Good,0,C
100.0,4.7,70.41,65.31,69.84,5.82,17,54.11,High School,Yes,Low,No,74.0275,67.35,58.2,68.52,12.352631578947367,Excellent,0,B
83.36,3.28,63.83,51.45,66.34,7.41,20,28.49,Bachelor,Yes,High,Yes,66.29849999999999,56.402,74.1,60.54,14.91355140186916,Good,0,C
58.21,3.17,78.3,70.85,63.74,6.62,25,56.53,Bachelor,Yes,High,Yes,72.006,73.83,66.2,70.96333333333332,18.776978417266186,Average,0,B
70.17,5.77,78.43,65.04,38.33,8.06,22,51.63,Bachelor,Yes,High,No,70.467,70.396,80.60000000000001,60.6,11.58493353028065,Good,0,A
74.17,2.83,59.54,62.54,74.33,7.27,19,85.45,Bachelor,Yes,Low,No,75.822,61.34,72.69999999999999,65.47,15.54569190600522,Good,0,C
77.04,1.77,42.39,65.85,95.6,6.82,8,56.2,Master,Yes,Low,Yes,53.014,56.465999999999994,68.2,67.94666666666666,15.303249097472925,Good,0,C
76.59,2.99,66.22,55.03,100.0,6.27,10,37.97,Bachelor,Yes,Medium,No,51.299,59.506,62.699999999999996,73.75,16.596491228070175,Good,0,B
72.93,3.6,76.24,70.63,93.29,6.16,12,68.3,Bachelor,Yes,Medium,No,60.6005,72.874,61.6,80.05333333333334,16.57391304347826,Good,0,B
81.28,2.65,53.66,70.77,0.0,6.97,30,53.27,Master,Yes,Medium,No,86.7655,63.925999999999995,69.7,41.47666666666667,14.701369863013698,Good,1,C
100.0,2.33,56.12,73.67,49.89,5.2,7,68.06,Bachelor,Yes,Medium,No,62.515,66.65,52.0,59.89333333333334,16.852852852852852,Excellent,0,C
81.21,1.23,73.73,81.89,70.36,8.26,12,2.51,Bachelor,Yes,Medium,Yes,47.051,78.626,82.6,75.32666666666667,33.0627802690583,Good,0,C
87.43,2.54,86.68,84.17,78.53,7.07,17,62.35,High School,Yes,High,No,71.688,85.174,70.7,83.12666666666668,24.485875706214692,Excellent,0,B
45.09,0.88,100.0,88.46,64.55,6.8,23,45.77,High School,Yes,Low,No,61.724000000000004,93.076,68.0,84.33666666666666,53.19148936170213,Poor,0,C
79.89,1.75,73.19,73.68,75.22,7.11,8,67.41,Bachelor,Yes,Medium,No,56.81399999999999,73.48400000000001,71.10000000000001,74.03,26.614545454545453,Good,0,C
94.3,4.91,68.05,75.89,66.97,6.75,13,63.68,Bachelor,Yes,Medium,No,68.425,72.75399999999999,67.5,70.30333333333333,11.514382402707275,Excellent,0,B
96.7,5.41,53.35,40.45,63.41,7.01,33,74.85,High School,Yes,Low,No,102.0575,45.61,70.1,52.403333333333336,8.322932917316693,Excellent,1,B
95.18,3.57,100.0,58.16,77.77,5.92,24,24.48,High School,Yes,High,No,75.43299999999999,74.89599999999999,59.2,78.64333333333333,21.88183807439825,Excellent,0,B
82.55,0.79,100.0,41.93,72.48,8.43,41,26.02,Master,Yes,Medium,No,96.89750000000001,65.158,84.3,71.47000000000001,55.865921787709496,Good,1,C
84.21,2.63,70.77,46.42,48.16,8.91,6,77.23,Master,Yes,Low,No,57.78099999999999,56.16,89.1,55.11666666666667,19.49586776859504,Good,0,C
67.91,5.56,48.26,48.29,55.93,6.99,22,48.57,PhD,No,Low,No,68.911,48.278,69.9,50.82666666666666,7.3567073170731705,Average,0,B
90.68,4.32,29.63,73.32,75.43,9.39,16,60.4,Master,Yes,Medium,No,70.838,55.843999999999994,93.9,59.46,5.569548872180451,Excellent,0,B
67.99,1.37,62.63,49.5,100.0,5.47,14,79.89,High School,Yes,Medium,No,64.769,54.752,54.699999999999996,70.71,26.42616033755274,Average,0,C
88.21,4.95,48.31,40.36,80.53,5.63,32,87.79,Bachelor,Yes,Medium,No,100.821,43.54,56.3,56.4,8.119327731092437,Excellent,1,B
78.62,2.82,94.58,76.91,59.43,6.72,11,47.4,Master,Yes,Medium,Yes,55.867,83.978,67.2,76.97333333333334,24.759162303664922,Good,0,B
78.22,2.37,57.99,56.7,40.17,6.8,6,32.52,Bachelor,Yes,Medium,No,44.507,57.21600000000001,68.0,51.620000000000005,17.207715133531156,Good,0,D
93.02,4.09,78.58,62.4,45.73,6.82,23,100.0,High School,Yes,Low,No,92.05699999999999,68.872,68.2,62.23666666666666,15.43811394891945,Excellent,1,B
86.42,3.33,75.75,51.86,44.11,6.19,40,38.56,High School,Yes,Medium,No,99.887,61.416,61.900000000000006,57.24,17.494226327944574,Excellent,1,B
82.24,6.65,33.02,58.62,53.97,8.64,3,30.1,Master,No,High,No,40.809,48.379999999999995,86.4,48.53666666666667,4.3163398692810455,Good,0,B
70.53,4.76,65.73,66.4,42.13,7.62,13,65.51,High School,Yes,High,No,60.563,66.132,76.2,58.086666666666666,11.411458333333334,Good,0,B
100.0,3.37,72.23,79.1,40.23,5.65,5,84.66,Bachelor,Yes,Medium,Yes,63.665,76.352,56.5,63.853333333333325,16.528604118993137,Excellent,0,B
82.99,4.63,81.73,65.42,56.37,7.35,15,74.41,Bachelor,Yes,Medium,Yes,70.149,71.944,73.5,67.84,14.516873889875667,Good,0,B
89.21,1.88,24.4,88.49,76.45,7.65,41,37.27,Bachelor,Yes,Medium,No,102.041,62.85399999999999,76.5,63.11333333333332,8.472222222222221,Excellent,1,B
79.21,6.3,100.0,50.38,76.46,7.1,11,62.01,High School,Yes,Medium,No,59.726,70.22800000000001,71.0,75.61333333333333,13.698630136986301,Good,0,B
67.59,4.2,55.09,77.21,37.42,7.57,14,28.47,Bachelor,Yes,Medium,No,51.774,68.362,75.7,56.573333333333345,10.59423076923077,Average,0,C
83.32,7.59,32.84,92.85,72.05,6.01,19,62.59,Bachelor,Yes,Medium,Yes,73.3095,68.846,60.099999999999994,65.91333333333334,3.823050058207218,Good,0,A
69.06,2.19,66.05,52.26,78.61,7.02,15,61.53,Bachelor,Yes,High,Yes,62.0535,57.775999999999996,70.19999999999999,65.64,20.705329153605014,Average,0,C
84.57,0.5,63.53,42.16,69.48,8.68,21,5.03,Bachelor,Yes,Low,No,62.357,50.708,86.8,58.39000000000001,42.35333333333333,Good,0,D
35.0,3.08,57.49,48.37,14.55,4.45,5,74.1,High School,Yes,Medium,No,38.275,52.018,44.5,40.13666666666666,14.090686274509805,Poor,0,D
71.99,0.5,64.64,27.6,66.86,8.06,44,40.64,Bachelor,Yes,Medium,No,101.3565,42.416,80.60000000000001,53.03333333333334,43.093333333333334,Good,1,D
77.78,7.65,91.73,74.31,57.2,7.84,11,86.91,Master,Yes,Medium,No,65.4505,81.27799999999999,78.4,74.41333333333334,10.604624277456647,Good,0,A
63.68,3.39,44.88,61.5,69.65,7.89,34,36.87,Master,Yes,Medium,No,82.5055,54.852000000000004,78.89999999999999,58.67666666666667,10.223234624145785,Average,1,B
83.46,1.15,99.43,61.86,77.62,9.01,38,38.31,High School,Yes,Medium,No,95.7885,76.888,90.1,79.63666666666667,46.24651162790698,Good,1,B
71.67,2.43,83.98,79.69,69.28,8.17,19,83.55,Master,No,Medium,Yes,74.472,81.406,81.7,77.65,24.483965014577258,Good,0,C
77.91,0.57,78.65,49.45,68.27,4.54,5,55.18,Bachelor,Yes,Low,Yes,48.5635,61.13000000000001,45.4,65.45666666666666,50.09554140127389,Good,0,D
69.73,1.8,49.78,95.47,55.2,8.8,7,68.84,Master,Yes,Low,No,52.1155,77.194,88.0,66.81666666666666,17.77857142857143,Average,0,C
92.58,6.48,72.43,86.47,79.02,7.16,21,82.83,Bachelor,No,Low,Yes,84.6105,80.854,71.6,79.30666666666667,9.683155080213904,Excellent,1,A
86.19,4.4,99.96,60.48,78.64,6.48,20,38.18,High School,Yes,Medium,Yes,69.7115,76.27199999999999,64.80000000000001,79.69333333333333,18.51111111111111,Excellent,0,B
82.47,4.55,77.91,86.88,58.72,8.17,10,41.56,Bachelor,Yes,Medium,Yes,54.25449999999999,83.292,81.7,74.50333333333333,14.037837837837838,Good,0,B
78.93,4.08,42.77,66.88,77.54,8.96,32,54.59,Master,Yes,Medium,No,89.273,57.23599999999999,89.60000000000001,62.39666666666667,8.419291338582678,Good,1,B
100.0,3.53,36.74,39.44,90.4,10.0,18,58.36,Master,Yes,Low,No,76.59,38.36,100.0,55.52666666666667,8.11037527593819,Excellent,0,B
75.64,0.88,36.21,90.24,45.46,8.41,30,61.42,Bachelor,No,Medium,Yes,86.82900000000001,68.628,84.1,57.303333333333335,19.26063829787234,Good,1,D
67.55,4.02,89.25,94.0,65.33,9.39,9,23.37,Bachelor,Yes,Medium,No,42.985,92.1,93.9,82.86,17.778884462151396,Average,0,B
60.4,7.7,45.81,90.18,84.32,7.01,2,76.49,Bachelor,No,Low,No,43.262499999999996,72.432,70.1,73.43666666666667,5.265517241379311,Average,0,A
91.58,5.22,67.69,73.02,59.51,5.8,44,52.82,High School,Yes,High,No,111.258,70.888,58.0,66.74,10.882636655948554,Excellent,1,B
100.0,4.18,83.57,85.62,80.4,5.33,9,49.81,High School,Yes,Medium,Yes,60.9525,84.8,53.3,83.19666666666667,16.13320463320463,Excellent,0,B
65.28,3.08,71.31,68.39,55.19,8.24,13,30.04,Bachelor,Yes,High,Yes,49.858,69.55799999999999,82.4,64.96333333333332,17.477941176470587,Average,0,C
73.73,2.14,32.85,58.68,71.33,6.4,10,65.74,High School,Yes,High,Yes,57.2405,48.348,64.0,54.28666666666667,10.461783439490446,Good,0,C
72.61,9.62,53.26,47.67,98.12,7.94,22,72.74,Master,Yes,Medium,No,76.5985,49.906000000000006,79.4,66.35000000000001,5.015065913370998,Good,0,A
76.14,4.91,70.33,65.78,64.64,5.04,22,60.33,PhD,Yes,Low,Yes,74.7315,67.6,50.4,66.91666666666667,11.900169204737733,Good,0,B
51.48,3.56,59.61,85.46,34.25,9.39,43,79.05,Bachelor,Yes,Low,Yes,102.28049999999999,75.12,93.9,59.77333333333333,13.07236842105263,Average,1,B
90.1,3.1,91.23,63.76,76.61,7.28,22,67.93,Master,Yes,High,No,81.5175,74.748,72.8,77.2,22.251219512195124,Excellent,1,B
95.85,1.92,58.96,52.28,55.5,5.77,18,43.81,Bachelor,Yes,Low,No,71.5,54.952,57.699999999999996,55.580000000000005,20.19178082191781,Excellent,0,C
49.43,6.3,74.75,58.37,36.8,6.68,17,32.59,Bachelor,Yes,Low,Yes,50.948,64.922,66.8,56.64000000000001,10.23972602739726,Poor,0,B
100.0,3.96,74.61,43.89,64.29,7.41,32,23.35,Master,Yes,Low,Yes,88.8375,56.178,74.1,60.93000000000001,15.04233870967742,Excellent,1,B
100.0,4.56,61.12,85.49,72.75,9.23,31,35.04,High School,No,Low,Yes,90.25999999999999,75.74199999999999,92.30000000000001,73.11999999999999,10.992805755395684,Excellent,1,B
35.0,1.32,64.43,75.14,88.58,8.04,41,49.86,Bachelor,Yes,Medium,Yes,86.215,70.856,80.39999999999999,76.05,27.77155172413793,Poor,1,C
